"Freq [GHz]","dB(S(1,1)) [] - l='1mm'","dB(S(1,1)) [] - l='2mm'","dB(S(1,1)) [] - l='3mm'","dB(S(1,1)) [] - l='4mm'","dB(S(1,1)) [] - l='5mm'","dB(S(1,1)) [] - l='6mm'","dB(S(1,1)) [] - l='7mm'","dB(S(1,1)) [] - l='8mm'","dB(S(1,1)) [] - l='9mm'","dB(S(1,1)) [] - l='10mm'","dB(S(1,1)) [] - l='11mm'","dB(S(1,1)) [] - l='12mm'","dB(S(1,1)) [] - l='13mm'","dB(S(1,1)) [] - l='14mm'","dB(S(1,1)) [] - l='15mm'","dB(S(1,1)) [] - l='16mm'","dB(S(1,1)) [] - l='17mm'","dB(S(1,1)) [] - l='18mm'","dB(S(1,1)) [] - l='19mm'","dB(S(1,1)) [] - l='20mm'","dB(S(1,1)) [] - l='21mm'","dB(S(1,1)) [] - l='22mm'","dB(S(1,1)) [] - l='22.5mm'","dB(S(1,1)) [] - l='23mm'","dB(S(1,1)) [] - l='23.5mm'","dB(S(1,1)) [] - l='24mm'","dB(S(1,1)) [] - l='25mm'"
0.86,-5.58627324407174,-4.84852403882169,-4.13729114568586,-3.6242540703784,-3.18518763010392,-2.71858116305719,-2.32874364124374,-2.07357998358116,-1.80537867429886,-1.66066679820721,-1.35634131744776,-1.25310887384397,-1.07321139546658,-0.946843418384685,-0.846347998947922,-0.753387706509964,-0.670804315941488,-0.596068337821279,-0.527524961766584,-0.480449299301711,-0.429817614565807,-0.382792451236728,-0.358254197246763,-0.339902503419776,-0.319211556035482,-0.301173838705654,-0.270124697095832
0.864,-5.90776162386384,-5.11884493232278,-4.35961865314493,-3.8128591221347,-3.34566844629248,-2.8500312911391,-2.4373280110554,-2.16694871098423,-1.88373448556446,-1.73089771115957,-1.41089191169097,-1.3022435604509,-1.11377292460325,-0.980682694562701,-0.875689738481676,-0.778661341701055,-0.692640381031847,-0.614834296429542,-0.543547639422994,-0.494610095038462,-0.442090762155929,-0.39339151824172,-0.368040560138909,-0.34908864513981,-0.327720601501532,-0.309114435361246,-0.277094669485098
0.868,-6.2512136161966,-5.40713214697096,-4.59624747777798,-4.01325625976649,-3.51590031389376,-2.98917921669539,-2.55206980375451,-2.26543868234426,-1.9662401875968,-1.80475397750754,-1.46811948908489,-1.35372500167489,-1.15619401608342,-1.01600375433916,-0.906272735894575,-0.804963509494187,-0.715332744478874,-0.634306700110931,-0.560149569167533,-0.50926591118378,-0.454777597850677,-0.404334380537187,-0.378138616326528,-0.358562617395881,-0.336491057093008,-0.317294832558012,-0.28426848315715
0.872,-6.61835129858228,-5.7147615881895,-4.84823496127616,-4.22629169521073,-3.69656400133862,-3.13654459340842,-2.67337367957796,-2.3693767957049,-2.05315297805183,-1.88245527251568,-1.52817940276847,-1.40768602522253,-1.20057612707024,-1.05288433111176,-0.938160010474676,-0.832344514777287,-0.738921827706264,-0.654517646831829,-0.577356120229378,-0.524437736450426,-0.467895050225642,-0.415634572572509,-0.388560415477543,-0.368335356355513,-0.345532650629711,-0.325723788756449,-0.291653315723593
0.876,-7.0110465444888,-6.04323236622948,-5.11672940445905,-4.45288118315882,-3.88839398845308,-3.29268626196558,-2.80167387636768,-2.479113159923,-2.14474784108719,-1.96423616607713,-1.59123717979953,-1.46426797082679,-1.24702702541725,-1.09140683312316,-0.971418264150617,-0.860857505113768,-0.763450265167065,-0.675500932059879,-0.595193958466381,-0.540147599098068,-0.481460857975414,-0.42730625253352,-0.399318553121309,-0.378418285562575,-0.354855534936485,-0.334410438468271,-0.299256642482964
0.88,-7.43132893139966,-6.39417930951434,-5.40297984892701,-4.69401711492556,-4.09218357874563,-3.45820566464393,-2.93743662404058,-2.59502290523242,-2.2413188840032,-2.05034721747546,-1.65746924417657,-1.52362128359401,-1.29566121924935,-1.1316586532087,-1.00611811975191,-0.890558649427626,-0.788963039721392,-0.697292149458433,-0.613691120961989,-0.556418625004504,-0.495493613731091,-0.439364234876203,-0.410426198659279,-0.388823340548609,-0.364470308889024,-0.343364310562142,-0.307086250428191
0.884,-7.88138784859898,-6.76938588965831,-5.70834708901644,-4.95077657682344,-4.3087906770785,-3.633750652532,-3.08116280258517,-2.71750815999132,-2.34318078644158,-2.14105615849089,-1.72706369462462,-1.58590615126503,-1.34660041753935,-1.17373250039357,-1.04233437575516,-0.921507328762781,-0.815507626966489,-0.719928798073879,-0.63287709531367,-0.573275099295177,-0.510012810487157,-0.451824024734516,-0.421897124966122,-0.399562994820682,-0.374388039615227,-0.352595347558296,-0.315150252986161
0.888,-8.36356317421677,-7.1707966016444,-6.03431596227456,-5.22433051359482,-4.53914434628135,-3.82001975015133,-3.23339087905156,-2.84700021489101,-2.45067037443308,-2.23664917366905,-1.80022114177111,-1.65129318892389,-1.39997402403223,-1.21772675494268,-1.08014627870137,-0.953766339966604,-0.843134149138993,-0.743450396457035,-0.652782903925914,-0.590742531763362,-0.525038890804203,-0.46470185431855,-0.43374573967861,-0.410650287309078,-0.384620285920942,-0.362113925970106,-0.323457105531159
0.892,-8.88031473710149,-7.60052697112052,-6.38250885438171,-5.5159541389,-4.78425227447655,-4.01776695514872,-3.39470016608857,-2.98396189989209,-2.56414833360968,-2.3374322878814,-1.8771556098582,-1.71996417504643,-1.45591966707109,-1.26374584859192,-1.11963781455774,-0.987402113208405,-0.871895539252899,-0.767898604190263,-0.673441193642187,-0.608847726329027,-0.540593298964922,-0.478014721426631,-0.445987118276072,-0.422098851363261,-0.395179123013045,-0.371930877754081,-0.332015621716189
0.896,-9.43415366366061,-8.06086784545823,-6.75470013803781,-5.82703871831912,-5.04520930305836,-4.22780716594899,-3.56571445320406,-3.12889020403367,-2.68400107836541,-2.44373287289628,-1.95809550874951,-1.79211284319494,-1.51458376810616,-1.31190067182603,-1.16089802039261,-1.02248494430949,-0.901847716183466,-0.793317351324725,-0.694886331073347,-0.627618854801115,-0.556698536272703,-0.491780430203142,-0.458637039062649,-0.433922945390312,-0.406077168597523,-0.382057512933698,-0.340834990669087
0.9,-10.0275065397242,-8.55427799819208,-7.15283086761284,-6.15910479995548,-5.32320718079669,-4.45102234791017,-3.7471060723733,-3.28231917422887,-2.81064279676803,-2.55590128661043,-2.04328468271387,-1.86794573414885,-1.57612215192456,-1.36230901021985,-1.20402131783633,-1.05908924293185,-0.933049771457519,-0.819752976267155,-0.717154504004345,-0.647085535225795,-0.573378219694511,-0.506017634282293,-0.471712020168957,-0.446137485235925,-0.417327610434999,-0.392505643466523,-0.349924795103083
0.904,-10.6624626392801,-9.08335452302704,-7.57902233877881,-6.51381685605933,-5.61954571755436,-4.68836856851591,-3.93960047220747,-3.44482313644558,-2.9445176947155,-2.67431266094635,-2.13298354333141,-1.94768311382884,-1.64070070193038,-1.41509601202706,-1.24910786991374,-1.09729379774903,-0.965564168564293,-0.847254372692783,-0.740283829287216,-0.667278915122339,-0.59065714406335,-0.520745882467208,-0.485229358698072,-0.458758078414568,-0.42894423544145,-0.403287608428336,-0.359295030394469
0.908,-11.3403199448442,-9.65076259701588,-8.0355858623571,-6.89299907854002,-5.93564550282617,-4.94088405395826,-4.14398138994062,-3.61702029154551,-3.08610246735326,-2.79936885729783,-2.22747029490209,-2.03155996304391,-1.7084960641401,-1.47039468938712,-1.29626396295832,-1.13718205980503,-0.999456955658736,-0.875873146101199,-0.764314467656283,-0.68823175992852,-0.60856134806967,-0.53598566710342,-0.499207172149077,-0.471801060302084,-0.440941460427338,-0.414416300592675,-0.368956124683249
0.912,-12.0607902726201,-10.2590925130969,-8.52502388688092,-7.29865165914157,-6.27306231414314,-5.20969844181684,-4.36109672828245,-3.79957674882357,-3.23590903130308,-2.93150061192722,-2.32704226198379,-2.11982704589011,-1.77969640394531,-1.52834645573061,-1.34560241545442,-1.17884244535691,-1.03479799259136,-0.90566378067456,-0.789288745931324,-0.709978546999051,-0.627118184286441,-0.551758475316082,-0.513664442259735,-0.485283532411382,-0.453334364574223,-0.425905194489057,-0.378918960056092
0.916,-12.8206424823159,-10.910588329048,-9.05001371772942,-7.73296613712405,-6.63350324091647,-5.49604342474476,-4.59186526489822,-3.99321107329733,-3.39448755802541,-3.07116989802988,-2.43201733019648,-2.21275206458819,-1.85450222014625,-1.58910170219964,-1.39724301580523,-1.22236865959375,-1.07166119326551,-0.936683817143436,-0.815251287106154,-0.732555565523796,-0.646356393488654,-0.568086843291432,-0.528621061419276,-0.499223402879471,-0.466138723754268,-0.43776837602828,-0.389194894874469
0.92,-13.6114681730583,-11.6066526080636,-9.6133582570475,-8.19833706004755,-7.01884434239919,-5.80126499298358,-4.83728434585349,-4.19869943840171,-3.56242985690603,-3.21887253646303,-2.54273551326304,-2.31062090969988,-1.93312722128908,-1.65282041616914,-1.45131299119195,-1.26786004273139,-1.11012478439528,-0.968994042414678,-0.842249148854226,-0.756001022756961,-0.66630618354546,-0.584994413794422,-0.544097881811754,-0.51363942930236,-0.479371046804655,-0.450020573788878,-0.399795787314746
0.924,-14.4162257821632,-12.3469668457544,-10.2178762057895,-8.69736482857711,-7.43114925949743,-6.12683747967522,-5.09843874026994,-4.41688149430156,-3.74037316673155,-3.37514109360338,-2.65956066149243,-2.4137390160575,-2.0157992699656,-1.71967284526374,-1.50794750987813,-1.31542194009887,-1.15027158181532,-1.00265869176837,-0.87033197101906,-0.780355156974818,-0.686999313181321,-0.602505997127185,-0.560116767460986,-0.528551264063004,-0.493048613875998,-0.462677192064537,-0.410734020191011
0.928,-15.2045184549964,-13.127970751366,-10.8661831868192,-9.2328403875706,-7.87268745968333,-6.47437957524292,-5.37651086025345,-4.64866708382262,-3.92900442645044,-3.54054811270788,-2.78288232964126,-2.52243283643363,-2.10276140147845,-1.78984021062058,-1.56729021952504,-1.36516609796109,-1.19218928557862,-1.03774566448744,-0.899552132696144,-0.805660357607475,-0.708469180922318,-0.620647635746092,-0.576700649358989,-0.543979502306843,-0.507189516981375,-0.475754345778603,-0.422022527135847
0.932,-15.9277843899309,-13.9403308833565,-11.560278896506,-9.80769496365592,-8.34594944655568,-6.84567237509205,-5.67279257483261,-4.89504396311935,-4.12906511089987,-3.71570973481193,-2.91311782543028,-2.63705144703815,-2.19427292416509,-1.86351547356413,-1.62949382432507,-1.41721108696507,-1.23597079517067,-1.0743267538446,-0.92996491955447,-0.831961293020043,-0.730750919564477,-0.639446672769259,-0.593873583871604,-0.55994573272929,-0.521812702880645,-0.489268897378441,-0.433674820218791
0.936,-16.5183944090009,-14.765000435597,-12.300794100829,-10.424884813827,-8.85365383516964,-7.24267930430148,-5.98869886322806,-5.157086712358,-4.34135673493607,-3.90128977696653,-3.0507144640839,-2.75796830144471,-2.29061060974445,-1.94090416034421,-1.69472070403539,-1.47168275525576,-1.28171454626945,-1.1124778924368,-0.961628702090351,-0.859305046450481,-0.753881496523226,-0.658931824621433,-0.611660814627438,-0.57647259134999,-0.536938018443124,-0.503238495829497,-0.44570501908713
0.94,-16.8998083444969,-15.5678632506215,-13.0856542582049,-11.0871575353276,-9.39873682492347,-7.6675673271971,-6.32578355011951,-5.43596705185719,-4.56674715055301,-4.0980043499063,-3.19615205927432,-2.88558315262278,-2.39206998334326,-2.02222525016272,-1.76314357831165,-1.52871471348638,-1.32952487059128,-1.1522794139284,-0.994605125553649,-0.887741260645236,-0.7778998204467,-0.679133258079,-0.630088838109561,-0.593583818459922,-0.552586258640836,-0.517681617836291,-0.458127881718828
0.944,-17.0118791788522,-16.2945258428663,-13.9077849718898,-11.7966055013314,-9.98430674609917,-8.1227280257601,-6.68575732330696,-5.73296580885813,-4.80617778645587,-4.30662711451412,-3.34994568699648,-3.02032416651526,-2.49896672442661,-2.10771213239507,-1.83494622011009,-1.58844885414948,-1.37951238048535,-1.1938163323415,-1.02895931233778,-0.917322291770287,-0.802846854500805,-0.700082671994977,-0.649185473183336,-0.611304318939159,-0.568779217334042,-0.532617611425664,-0.47095883688297
0.948,-16.8398211271333,-16.8703280002717,-14.7513811996687,-12.5538421920816,-10.61353222229,-8.61079560718841,-7.07050811540372,-6.04948680440608,-5.06067200832046,-4.52799529720822,-3.51264876642453,-3.16265025521237,-2.61163819176405,-2.19761363972629,-1.91032422235694,-1.65103590788454,-1.43179438007526,-1.23717864011542,-1.06476007767953,-0.948103373213745,-0.828765736760672,-0.721813384001604,-0.668979934808983,-0.629660226155779,-0.585539741021038,-0.548066742035987,-0.484214018408836
0.952,-16.4223985656331,-17.2140302413489,-15.5864511481584,-13.3565258088583,-11.2894071063755,-9.13465611246697,-7.48212366945863,-6.38707293912231,-5.33134481033617,-4.76301660911364,-3.68485651100904,-3.31305366342422,-2.73044508788707,-2.29219516489782,-1.98948582259106,-1.71663603968153,-1.48649530489774,-1.28246162624901,-1.10208015957406,-0.980142789937829,-0.855701908171777,-0.744360422507594,-0.689502912203138,-0.648678969669694,-0.602891785734932,-0.564050241265,-0.497910301371036
0.956,-15.831117992211,-17.2681322588093,-16.3625457529533,-14.1968034584844,-12.0142901663164,-9.6974370125723,-7.92291558360284,-6.74742473306683,-5.61941408346622,-5.01267724300665,-3.86720981432283,-3.47206284888026,-2.85577328133318,-2.39173986993855,-2.07265279088643,-1.78541948820318,-1.54374719215948,-1.32976621594006,-1.14099646387408,-1.01350206408231,-0.883703248574303,-0.767760624327169,-0.71078665173069,-0.668389346979492,-0.620860477281754,-0.580590358438502,-0.512065340304539
0.96,-15.1402879205522,-17.0288916914563,-17.0059113799426,-15.057136784889,-12.7890390764696,-10.3024571048349,-8.39544312408084,-7.13242148567608,-5.92621374042526,-5.27805115571045,-4.06039964887747,-3.6402457057692,-2.98803580844586,-2.49654999817845,-2.16006138707633,-1.85756725180272,-1.60369018392603,-1.37919933324669,-1.1815903256111,-1.0482461525692,-0.912820221316763,-0.792052738299769,-0.732865044826155,-0.688821599565331,-0.639472175026178,-0.597710415172179,-0.526697609570595
0.964,-14.4086666960167,-16.5484288162406,-17.4290598243869,-15.9042259802869,-13.6114301952697,-10.9530996950706,-8.90253321141589,-7.54414500720806,-6.25320900595372,-5.5603108815228,-4.26517207280092,-3.81821319072004,-3.12767508075257,-2.60694830107325,-2.25196339415776,-1.93327182522769,-1.66647306577694,-1.430874288419,-1.22394778765198,-1.08444365750946,-0.943106027019517,-0.817277535282244,-0.755773721262826,-0.710007493497023,-0.658754539444415,-0.615434863109623,-0.541826446001747
0.968,-13.6754940082008,-15.9067221342308,-17.5599568241239,-16.6822624317862,-14.4733761609175,-11.6525412129856,-9.44728948873242,-7.98490542449635,-6.60201419241344,-5.86074016296539,-4.48233395944491,-4.00662342352377,-3.27516532915484,-2.72327959397446,-2.34862723578553,-2.01273799148849,-1.73225384371439,-1.48491119168621,-1.26815989788531,-1.12216705026786,-0.974616767085606,-0.843477924919776,-0.779550148108231,-0.731980404893378,-0.678736603677173,-0.633789345030866,-0.557472093962083
0.972,-12.9639779417916,-15.1799953321978,-17.3786616763,-17.3107923945026,-15.3563079559853,-12.4032117701381,-10.033076917896,-8.45726768231278,-6.97441325400129,-6.18074872523111,-4.71275958928195,-4.20618635029647,-3.43101532255008,-2.84591245754778,-2.45033918700955,-2.09618367394903,-1.80120036240527,-1.54143739543908,-1.31432302622185,-1.16149291010125,-1.00741161759595,-0.870699079627617,-0.804233734725948,-0.754775410536905,-0.699448849330417,-0.65280075953788,-0.573655752967114
0.976,-12.2863506903394,-14.4249531719625,-16.9292375473244,-17.6976848950271,-16.2243641526755,-13.2057665165243,-10.6634563953507,-8.96407568159665,-7.37238330893585,-6.52188955295113,-4.95739827246275,-4.41766907565769,-3.5957714063303,-2.97524110468081,-2.55740468891744,-2.18384085438678,-1.87349096817698,-1.60058796692187,-1.36253920279174,-1.20250217835007,-1.04155301426798,-0.89898856624352,-0.829865944206609,-0.778429383967079,-0.720923286786974,-0.672497329536212,-0.590399628016417
0.98,-11.6480352236301,-13.6776235226231,-16.2942205794402,-17.7735661231511,-17.0168123147368,-14.0571865357997,-11.3420217561656,-9.50846783957786,-7.79812106582502,-6.8858790380856,-5.21728320465764,-4.64190199340297,-3.77002091578684,-3.11168743655951,-2.67014977967639,-2.27595656359578,-1.9493152205876,-1.66250619374698,-1.41291647883007,-1.24528042923289,-1.07710684920222,-0.928396485839912,-0.856490411635212,-0.802981097395706,-0.743193540308297,-0.692908674745472,-0.607726982801578
0.984,-11.0504887741579,-12.9583028573951,-15.5577067452583,-17.5297083793357,-17.6460038672797,-14.9474082460718,-12.0720507047047,-10.0938719592323,-8.25407155537498,-7.274620328723,-5.49354179855195,-4.87978587281574,-3.95439603118053,-3.25570331629066,-2.78892265669931,-2.37279395210025,-2.02887465686179,-1.7273441247737,-1.46556931186365,-1.28991815837029,-1.11414268018995,-0.958975622216253,-0.884153069627623,-0.828471329809415,-0.766294938223135,-0.714065888485625,-0.625662195961665
0.988,-10.4929789625385,-12.2770274448177,-14.7840676696386,-17.0233873892691,-18.0132638987897,-15.8537350950133,-12.8558068010857,-10.7239562817797,-8.74295750613393,-7.69023006939121,-5.78740777823648,-5.13230009095421,-4.1495781555776,-3.40777309420142,-2.91409538738182,-2.47463344974633,-2.11238361404355,-1.79526314915622,-1.52061897694785,-1.33651109024771,-1.15273395340746,-0.990781599625338,-0.912902281596556,-0.854942981647076,-0.790264608518152,-0.73600161900135,-0.644230820569025
0.992,-9.9736418369671,-11.6376976130296,-14.0146305196492,-16.3448030855109,-18.0490156349983,-16.7327943847576,-13.6931986895364,-11.402493007995,-9.26780565585863,-8.13506838899334,-6.10023537209161,-5.40051224066693,-4.35630291405593,-3.5684164259955,-3.04606578918033,-2.58177402439239,-2.20007011438378,-1.86643461667292,-1.57819400585564,-1.38516050592007,-1.19295824037925,-1.02387305032289,-0.942788983236454,-0.882441196464369,-0.815141580165031,-0.758750155602651,-0.663459647039082
0.996,-9.49009363901663,-11.0407574389632,-13.2727245779928,-15.5789617768024,-17.7532779234797,-17.5124979506347,-14.5792917121061,-12.133052136322,-9.83196240026847,-8.61177128499179,-6.43351598747482,-5.68558939018615,-4.57536589420356,-3.73819143357885,-3.18525950386582,-2.69453455168168,-2.29217682027968,-1.94104050280827,-1.63843065629494,-1.43597359236272,-1.23489749015379,-1.0583117925679,-0.973866832747729,-0.911013490023282,-0.840966890539161,-0.782347519917022,-0.683376769669592
